,Airline,Date,Source City,Destination City,Departure Time,Arrival Time,Duration,Stops,Price
0,Air Asia,13-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
1,Air Asia,13-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
2,Air Asia,13-10-2021,Mumbai,Kolkata,05:55,21:20,15h 25m,2 Stop(s),"7,410"
3,SpiceJet,13-10-2021,Mumbai,Kolkata,05:05,07:40,2h 35m,Non Stop,"7,412"
4,Go First,13-10-2021,Mumbai,Kolkata,07:40,10:20,2h 40m,Non Stop,"7,412"
5,Go First,13-10-2021,Mumbai,Kolkata,21:00,23:40,2h 40m,Non Stop,"7,412"
6,Go First,13-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
7,SpiceJet,13-10-2021,Mumbai,Kolkata,07:15,19:35,12h 20m,1 Stop,"7,412"
8,Go First,13-10-2021,Mumbai,Kolkata,08:30,21:55,13h 25m,1 Stop,"7,412"
9,Go First,13-10-2021,Mumbai,Kolkata,18:05,"08:05
+ 1 day",14h 00m,1 Stop,"7,412"
10,SpiceJet,13-10-2021,Mumbai,Kolkata,21:20,"00:15
+ 2 days",26h 55m,1 Stop,"7,412"
11,Vistara,13-10-2021,Mumbai,Kolkata,07:05,09:45,2h 40m,Non Stop,"7,413"
12,IndiGo,13-10-2021,Mumbai,Kolkata,13:45,16:25,2h 40m,Non Stop,"7,413"
13,Vistara,13-10-2021,Mumbai,Kolkata,17:00,19:45,2h 45m,Non Stop,"7,413"
14,IndiGo,13-10-2021,Mumbai,Kolkata,19:35,22:20,2h 45m,Non Stop,"7,413"
15,Air India,13-10-2021,Mumbai,Kolkata,20:30,23:15,2h 45m,Non Stop,"7,413"
16,IndiGo,13-10-2021,Mumbai,Kolkata,07:30,10:20,2h 50m,Non Stop,"7,413"
17,Vistara,13-10-2021,Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,"7,413"
18,IndiGo,13-10-2021,Mumbai,Kolkata,05:45,08:45,3h 00m,Non Stop,"7,413"
19,IndiGo,13-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"7,413"
20,IndiGo,13-10-2021,Mumbai,Kolkata,13:55,19:15,5h 20m,1 Stop,"7,413"
21,IndiGo,13-10-2021,Mumbai,Kolkata,13:40,19:10,5h 30m,1 Stop,"7,413"
22,IndiGo,13-10-2021,Mumbai,Kolkata,13:55,21:30,7h 35m,1 Stop,"7,413"
23,IndiGo,13-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"7,413"
24,IndiGo,13-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"7,413"
25,IndiGo,13-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"7,413"
26,Air Asia,13-10-2021,Mumbai,Kolkata,16:40,19:20,2h 40m,Non Stop,"7,414"
27,Air Asia,13-10-2021,Mumbai,Kolkata,08:00,10:45,2h 45m,Non Stop,"7,414"
28,IndiGo,13-10-2021,Mumbai,Kolkata,01:40,04:15,2h 35m,Non Stop,"8,673"
29,IndiGo,13-10-2021,Mumbai,Kolkata,08:15,19:50,11h 35m,1 Stop,"8,705"
30,Air India,13-10-2021,Mumbai,Kolkata,06:10,08:50,2h 40m,Non Stop,"8,778"
31,IndiGo,13-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"8,831"
32,IndiGo,13-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"8,831"
33,IndiGo,13-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"8,831"
34,IndiGo,13-10-2021,Mumbai,Kolkata,13:55,22:40,8h 45m,1 Stop,"8,831"
35,IndiGo,13-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"8,831"
36,Air India,13-10-2021,Mumbai,Kolkata,05:45,16:00,10h 15m,2 Stop(s),"8,988"
37,IndiGo,13-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"9,093"
38,Air India,13-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"9,303"
39,Air India,13-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"9,303"
40,Air India,13-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"9,303"
41,Air Asia,13-10-2021,Mumbai,Kolkata,05:55,19:25,13h 30m,2 Stop(s),"9,514"
42,IndiGo,13-10-2021,Mumbai,Kolkata,10:55,19:25,8h 30m,1 Stop,"9,671"
43,Go First,13-10-2021,Mumbai,Kolkata,07:00,21:55,14h 55m,2 Stop(s),"9,697"
44,Go First,13-10-2021,Mumbai,Kolkata,06:05,19:55,13h 50m,1 Stop,"9,723"
45,Air India,13-10-2021,Mumbai,Kolkata,17:15,"14:25
+ 1 day",21h 10m,1 Stop,"9,828"
46,Vistara,13-10-2021,Mumbai,Kolkata,17:30,22:45,5h 15m,1 Stop,"9,879"
47,Vistara,13-10-2021,Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,"9,879"
48,Vistara,13-10-2021,Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,"9,879"
49,Vistara,13-10-2021,Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,"9,879"
50,Vistara,13-10-2021,Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,"9,879"
51,Vistara,13-10-2021,Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,"9,879"
52,Vistara,13-10-2021,Mumbai,Kolkata,21:55,"08:20
+ 1 day",10h 25m,1 Stop,"9,879"
53,Vistara,13-10-2021,Mumbai,Kolkata,08:45,19:35,10h 50m,1 Stop,"9,879"
54,Vistara,13-10-2021,Mumbai,Kolkata,11:55,22:45,10h 50m,1 Stop,"9,879"
55,Vistara,13-10-2021,Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,"9,879"
56,Vistara,13-10-2021,Mumbai,Kolkata,20:55,"08:20
+ 1 day",11h 25m,1 Stop,"9,879"
57,Vistara,13-10-2021,Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,"9,879"
58,Vistara,13-10-2021,Mumbai,Kolkata,07:30,19:35,12h 05m,1 Stop,"9,879"
59,Vistara,13-10-2021,Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,"9,879"
60,Vistara,13-10-2021,Mumbai,Kolkata,19:45,"08:20
+ 1 day",12h 35m,1 Stop,"9,879"
61,Vistara,13-10-2021,Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,"9,879"
62,Vistara,13-10-2021,Mumbai,Kolkata,18:30,"08:20
+ 1 day",13h 50m,1 Stop,"9,879"
63,Vistara,13-10-2021,Mumbai,Kolkata,19:45,"09:35
+ 1 day",13h 50m,1 Stop,"9,879"
64,Air India,13-10-2021,Mumbai,Kolkata,12:00,16:00,4h 00m,1 Stop,"10,668"
65,Air Asia,14-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
66,Air Asia,14-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
67,Air Asia,14-10-2021,Mumbai,Kolkata,12:15,"01:35
+ 1 day",13h 20m,1 Stop,"7,410"
68,Go First,14-10-2021,Mumbai,Kolkata,21:30,"00:05
+ 1 day",2h 35m,Non Stop,"7,412"
69,SpiceJet,14-10-2021,Mumbai,Kolkata,09:35,13:50,4h 15m,1 Stop,"7,412"
70,Go First,14-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
71,Go First,14-10-2021,Mumbai,Kolkata,22:15,"08:05
+ 1 day",9h 50m,1 Stop,"7,412"
72,SpiceJet,14-10-2021,Mumbai,Kolkata,21:20,"08:25
+ 1 day",11h 05m,1 Stop,"7,412"
73,Go First,14-10-2021,Mumbai,Kolkata,20:00,"09:10
+ 1 day",13h 10m,1 Stop,"7,412"
74,Go First,14-10-2021,Mumbai,Kolkata,08:30,21:55,13h 25m,1 Stop,"7,412"
75,SpiceJet,14-10-2021,Mumbai,Kolkata,21:20,"12:30
+ 1 day",15h 10m,1 Stop,"7,412"
76,SpiceJet,14-10-2021,Mumbai,Kolkata,21:20,"23:05
+ 1 day",25h 45m,1 Stop,"7,412"
77,IndiGo,14-10-2021,Mumbai,Kolkata,23:40,"02:05
+ 1 day",2h 25m,Non Stop,"7,413"
78,IndiGo,14-10-2021,Mumbai,Kolkata,21:45,"00:20
+ 1 day",2h 35m,Non Stop,"7,413"
79,Vistara,14-10-2021,Mumbai,Kolkata,05:30,09:15,3h 45m,1 Stop,"7,413"
80,Vistara,14-10-2021,Mumbai,Kolkata,12:40,16:50,4h 10m,1 Stop,"7,413"
81,IndiGo,14-10-2021,Mumbai,Kolkata,17:45,22:45,5h 00m,1 Stop,"7,413"
82,IndiGo,14-10-2021,Mumbai,Kolkata,08:15,14:20,6h 05m,1 Stop,"7,413"
83,IndiGo,14-10-2021,Mumbai,Kolkata,10:55,19:25,8h 30m,1 Stop,"7,413"
84,IndiGo,14-10-2021,Mumbai,Kolkata,12:55,22:45,9h 50m,1 Stop,"7,413"
85,IndiGo,14-10-2021,Mumbai,Kolkata,05:50,16:10,10h 20m,1 Stop,"7,413"
86,IndiGo,14-10-2021,Mumbai,Kolkata,08:15,19:50,11h 35m,1 Stop,"7,413"
87,IndiGo,14-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"8,831"
88,IndiGo,14-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"8,831"
89,IndiGo,14-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"8,831"
90,IndiGo,14-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"8,831"
91,IndiGo,14-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"8,831"
92,IndiGo,14-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"8,831"
93,IndiGo,14-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"8,831"
94,IndiGo,14-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"8,831"
95,IndiGo,14-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"8,831"
96,IndiGo,14-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"8,831"
97,IndiGo,14-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"8,831"
98,IndiGo,14-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"8,831"
99,Air India,14-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"8,988"
100,Air India,14-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"8,988"
101,Go First,14-10-2021,Mumbai,Kolkata,06:00,09:50,3h 50m,1 Stop,"9,697"
102,Go First,14-10-2021,Mumbai,Kolkata,07:00,21:55,14h 55m,2 Stop(s),"9,697"
103,Go First,14-10-2021,Mumbai,Kolkata,18:05,"08:05
+ 1 day",14h 00m,1 Stop,"9,723"
104,Air India,14-10-2021,Mumbai,Kolkata,06:15,14:25,8h 10m,1 Stop,"9,828"
105,Air India,14-10-2021,Mumbai,Kolkata,16:45,"13:30
+ 1 day",20h 45m,1 Stop,"9,828"
106,Air India,14-10-2021,Mumbai,Kolkata,10:15,"13:30
+ 1 day",27h 15m,1 Stop,"9,828"
107,Vistara,14-10-2021,Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,"9,879"
108,Vistara,14-10-2021,Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,"9,879"
109,Vistara,14-10-2021,Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,"9,879"
110,Vistara,14-10-2021,Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,"9,879"
111,Vistara,14-10-2021,Mumbai,Kolkata,08:45,19:35,10h 50m,1 Stop,"9,879"
112,Vistara,14-10-2021,Mumbai,Kolkata,11:55,22:45,10h 50m,1 Stop,"9,879"
113,Vistara,14-10-2021,Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,"9,879"
114,Vistara,14-10-2021,Mumbai,Kolkata,07:30,19:35,12h 05m,1 Stop,"9,879"
115,Vistara,14-10-2021,Mumbai,Kolkata,08:45,22:45,14h 00m,1 Stop,"9,879"
116,Vistara,14-10-2021,Mumbai,Kolkata,07:30,22:45,15h 15m,1 Stop,"9,879"
117,Vistara,14-10-2021,Mumbai,Kolkata,15:45,"08:20
+ 1 day",16h 35m,1 Stop,"9,879"
118,Vistara,14-10-2021,Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,"10,058"
119,Vistara,14-10-2021,Mumbai,Kolkata,21:55,"08:20
+ 1 day",10h 25m,1 Stop,"10,058"
120,Vistara,14-10-2021,Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,"10,058"
121,Vistara,14-10-2021,Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,"10,058"
122,Air India,14-10-2021,Mumbai,Kolkata,09:00,"09:30
+ 1 day",24h 30m,1 Stop,"10,668"
123,Air India,14-10-2021,Mumbai,Kolkata,12:00,"14:50
+ 1 day",26h 50m,2 Stop(s),"10,668"
124,Air India,14-10-2021,Mumbai,Kolkata,05:20,"09:30
+ 1 day",28h 10m,1 Stop,"10,668"
125,Go First,14-10-2021,Mumbai,Kolkata,15:45,23:05,7h 20m,1 Stop,"11,377"
126,Go First,14-10-2021,Mumbai,Kolkata,22:15,"07:50
+ 1 day",9h 35m,1 Stop,"11,377"
127,Go First,14-10-2021,Mumbai,Kolkata,21:40,"07:50
+ 1 day",10h 10m,1 Stop,"11,377"
128,Go First,14-10-2021,Mumbai,Kolkata,20:40,"07:50
+ 1 day",11h 10m,1 Stop,"11,377"
129,Go First,14-10-2021,Mumbai,Kolkata,19:20,"07:50
+ 1 day",12h 30m,1 Stop,"11,377"
130,Air Asia,15-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
131,Air Asia,15-10-2021,Mumbai,Kolkata,12:15,21:20,9h 05m,1 Stop,"7,410"
132,Air Asia,15-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
133,Air Asia,15-10-2021,Mumbai,Kolkata,12:15,"01:35
+ 1 day",13h 20m,1 Stop,"7,410"
134,SpiceJet,15-10-2021,Mumbai,Kolkata,05:05,07:40,2h 35m,Non Stop,"7,412"
135,Go First,15-10-2021,Mumbai,Kolkata,07:40,10:20,2h 40m,Non Stop,"7,412"
136,Go First,15-10-2021,Mumbai,Kolkata,21:00,23:40,2h 40m,Non Stop,"7,412"
137,Go First,15-10-2021,Mumbai,Kolkata,06:05,19:55,13h 50m,1 Stop,"7,412"
138,Go First,15-10-2021,Mumbai,Kolkata,18:05,"08:05
+ 1 day",14h 00m,1 Stop,"7,412"
139,IndiGo,15-10-2021,Mumbai,Kolkata,17:35,20:05,2h 30m,Non Stop,"7,413"
140,IndiGo,15-10-2021,Mumbai,Kolkata,01:40,04:15,2h 35m,Non Stop,"7,413"
141,Vistara,15-10-2021,Mumbai,Kolkata,07:05,09:45,2h 40m,Non Stop,"7,413"
142,IndiGo,15-10-2021,Mumbai,Kolkata,13:45,16:25,2h 40m,Non Stop,"7,413"
143,Vistara,15-10-2021,Mumbai,Kolkata,17:00,19:45,2h 45m,Non Stop,"7,413"
144,IndiGo,15-10-2021,Mumbai,Kolkata,19:35,22:20,2h 45m,Non Stop,"7,413"
145,Vistara,15-10-2021,Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,"7,413"
146,IndiGo,15-10-2021,Mumbai,Kolkata,05:45,08:45,3h 00m,Non Stop,"7,413"
147,Air India,15-10-2021,Mumbai,Kolkata,07:55,12:10,4h 15m,1 Stop,"7,413"
148,IndiGo,15-10-2021,Mumbai,Kolkata,13:40,19:10,5h 30m,1 Stop,"7,413"
149,IndiGo,15-10-2021,Mumbai,Kolkata,13:45,19:15,5h 30m,1 Stop,"7,413"
150,IndiGo,15-10-2021,Mumbai,Kolkata,08:15,14:20,6h 05m,1 Stop,"7,413"
151,IndiGo,15-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"7,413"
152,IndiGo,15-10-2021,Mumbai,Kolkata,13:45,21:30,7h 45m,1 Stop,"7,413"
153,IndiGo,15-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"7,413"
154,IndiGo,15-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"7,413"
155,IndiGo,15-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"7,413"
156,IndiGo,15-10-2021,Mumbai,Kolkata,08:15,19:50,11h 35m,1 Stop,"7,413"
157,Air Asia,15-10-2021,Mumbai,Kolkata,16:40,19:20,2h 40m,Non Stop,"7,414"
158,Air Asia,15-10-2021,Mumbai,Kolkata,08:00,10:45,2h 45m,Non Stop,"7,414"
159,Air India,15-10-2021,Mumbai,Kolkata,06:10,08:50,2h 40m,Non Stop,"8,778"
160,IndiGo,15-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"8,831"
161,IndiGo,15-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"8,831"
162,IndiGo,15-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"8,831"
163,IndiGo,15-10-2021,Mumbai,Kolkata,13:45,22:40,8h 55m,1 Stop,"8,831"
164,IndiGo,15-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"8,831"
165,IndiGo,15-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"9,093"
166,Air India,15-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"9,303"
167,Air India,15-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"9,303"
168,Air India,15-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"9,303"
169,IndiGo,15-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"9,513"
170,IndiGo,15-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"9,513"
171,IndiGo,15-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"9,513"
172,Go First,15-10-2021,Mumbai,Kolkata,11:50,21:55,10h 05m,2 Stop(s),"9,697"
173,Go First,15-10-2021,Mumbai,Kolkata,07:00,21:55,14h 55m,2 Stop(s),"9,697"
174,Air India,15-10-2021,Mumbai,Kolkata,06:15,13:30,7h 15m,1 Stop,"9,828"
175,Air India,15-10-2021,Mumbai,Kolkata,17:15,"08:20
+ 1 day",15h 05m,1 Stop,"9,828"
176,Air India,15-10-2021,Mumbai,Kolkata,09:30,"08:20
+ 1 day",22h 50m,1 Stop,"9,828"
177,Air India,15-10-2021,Mumbai,Kolkata,06:15,"08:20
+ 1 day",26h 05m,1 Stop,"9,828"
178,Vistara,15-10-2021,Mumbai,Kolkata,17:30,22:45,5h 15m,1 Stop,"9,879"
179,Vistara,15-10-2021,Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,"9,879"
180,Vistara,15-10-2021,Mumbai,Kolkata,22:45,"16:55
+ 1 day",18h 10m,1 Stop,"9,879"
181,Vistara,15-10-2021,Mumbai,Kolkata,21:55,"16:55
+ 1 day",19h 00m,1 Stop,"9,879"
182,Vistara,15-10-2021,Mumbai,Kolkata,20:55,"16:55
+ 1 day",20h 00m,1 Stop,"9,879"
183,IndiGo,15-10-2021,Mumbai,Kolkata,10:45,19:25,8h 40m,1 Stop,"9,881"
184,Vistara,15-10-2021,Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,"10,058"
185,Vistara,15-10-2021,Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,"10,058"
186,Vistara,15-10-2021,Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,"10,058"
187,Vistara,15-10-2021,Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,"10,058"
188,Vistara,15-10-2021,Mumbai,Kolkata,19:45,"09:35
+ 1 day",13h 50m,1 Stop,"10,058"
189,Vistara,15-10-2021,Mumbai,Kolkata,18:30,"09:35
+ 1 day",15h 05m,1 Stop,"10,058"
190,Vistara,15-10-2021,Mumbai,Kolkata,17:30,"09:35
+ 1 day",16h 05m,1 Stop,"10,058"
191,Vistara,15-10-2021,Mumbai,Kolkata,15:45,"09:35
+ 1 day",17h 50m,1 Stop,"10,058"
192,IndiGo,15-10-2021,Mumbai,Kolkata,17:45,22:45,5h 00m,1 Stop,"10,353"
193,IndiGo,15-10-2021,Mumbai,Kolkata,12:55,22:45,9h 50m,1 Stop,"10,353"
194,Vistara,15-10-2021,Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,"10,593"
195,Air Asia,16-10-2021,Mumbai,Kolkata,16:35,20:50,4h 15m,1 Stop,"7,360"
196,Air Asia,16-10-2021,Mumbai,Kolkata,20:50,"01:40
+ 1 day",4h 50m,1 Stop,"7,410"
197,Air Asia,16-10-2021,Mumbai,Kolkata,20:15,"01:35
+ 1 day",5h 20m,1 Stop,"7,410"
198,Air Asia,16-10-2021,Mumbai,Kolkata,20:15,"01:40
+ 1 day",5h 25m,1 Stop,"7,410"
199,Air Asia,16-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
200,Air Asia,16-10-2021,Mumbai,Kolkata,16:35,"00:55
+ 1 day",8h 20m,1 Stop,"7,410"
201,Air Asia,16-10-2021,Mumbai,Kolkata,12:15,21:20,9h 05m,1 Stop,"7,410"
202,Air Asia,16-10-2021,Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),"7,410"
203,Air Asia,16-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
204,Air Asia,16-10-2021,Mumbai,Kolkata,20:15,"08:15
+ 1 day",12h 00m,1 Stop,"7,410"
205,Go First,16-10-2021,Mumbai,Kolkata,18:15,21:55,3h 40m,1 Stop,"7,412"
206,Go First,16-10-2021,Mumbai,Kolkata,06:00,09:50,3h 50m,1 Stop,"7,412"
207,SpiceJet,16-10-2021,Mumbai,Kolkata,09:35,13:50,4h 15m,1 Stop,"7,412"
208,Go First,16-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
209,Go First,16-10-2021,Mumbai,Kolkata,15:00,21:55,6h 55m,1 Stop,"7,412"
210,SpiceJet,16-10-2021,Mumbai,Kolkata,09:35,16:50,7h 15m,1 Stop,"7,412"
211,Go First,16-10-2021,Mumbai,Kolkata,22:15,"08:05
+ 1 day",9h 50m,1 Stop,"7,412"
212,SpiceJet,16-10-2021,Mumbai,Kolkata,16:20,"13:50
+ 1 day",21h 30m,1 Stop,"7,412"
213,SpiceJet,16-10-2021,Mumbai,Kolkata,16:20,"16:50
+ 1 day",24h 30m,1 Stop,"7,412"
214,IndiGo,16-10-2021,Mumbai,Kolkata,17:45,22:45,5h 00m,1 Stop,"7,413"
215,IndiGo,16-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"7,413"
216,IndiGo,16-10-2021,Mumbai,Kolkata,08:15,14:20,6h 05m,1 Stop,"7,413"
217,IndiGo,16-10-2021,Mumbai,Kolkata,04:55,11:10,6h 15m,1 Stop,"7,413"
218,IndiGo,16-10-2021,Mumbai,Kolkata,10:55,19:25,8h 30m,1 Stop,"7,413"
219,IndiGo,16-10-2021,Mumbai,Kolkata,12:55,22:45,9h 50m,1 Stop,"7,413"
220,IndiGo,16-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"7,413"
221,IndiGo,16-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"7,413"
222,IndiGo,16-10-2021,Mumbai,Kolkata,08:15,19:50,11h 35m,1 Stop,"7,413"
223,Go First,16-10-2021,Mumbai,Kolkata,06:00,08:40,2h 40m,Non Stop,"8,096"
224,Vistara,16-10-2021,Mumbai,Kolkata,05:30,09:15,3h 45m,1 Stop,"8,253"
225,SpiceJet,16-10-2021,Mumbai,Kolkata,21:20,"00:05
+ 2 days",26h 45m,1 Stop,"8,377"
226,SpiceJet,16-10-2021,Mumbai,Kolkata,21:20,"00:15
+ 2 days",26h 55m,1 Stop,"8,377"
227,IndiGo,16-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"8,831"
228,IndiGo,16-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"8,831"
229,IndiGo,16-10-2021,Mumbai,Kolkata,13:45,19:15,5h 30m,1 Stop,"8,831"
230,IndiGo,16-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"8,831"
231,IndiGo,16-10-2021,Mumbai,Kolkata,13:45,21:30,7h 45m,1 Stop,"8,831"
232,IndiGo,16-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"8,831"
233,IndiGo,16-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"8,831"
234,IndiGo,16-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"8,831"
235,IndiGo,16-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"8,831"
236,Vistara,16-10-2021,Mumbai,Kolkata,12:40,16:50,4h 10m,1 Stop,"9,303"
237,IndiGo,16-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"9,933"
238,IndiGo,16-10-2021,Mumbai,Kolkata,13:45,22:40,8h 55m,1 Stop,"9,933"
239,IndiGo,16-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"9,933"
240,Air India,16-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"9,933"
241,Air India,16-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"9,933"
242,Air India,16-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"9,933"
243,Vistara,16-10-2021,Mumbai,Kolkata,11:55,16:55,5h 00m,1 Stop,"10,058"
244,IndiGo,16-10-2021,Mumbai,Kolkata,04:55,16:10,11h 15m,1 Stop,"10,353"
245,Air India,16-10-2021,Mumbai,Kolkata,16:45,"08:20
+ 1 day",15h 35m,1 Stop,"10,458"
246,Air India,16-10-2021,Mumbai,Kolkata,09:30,"08:20
+ 1 day",22h 50m,1 Stop,"10,458"
247,Air India,16-10-2021,Mumbai,Kolkata,06:15,"08:20
+ 1 day",26h 05m,1 Stop,"10,458"
248,Air India,16-10-2021,Mumbai,Kolkata,09:50,21:05,11h 15m,2 Stop(s),"10,471"
249,Vistara,16-10-2021,Mumbai,Kolkata,07:30,16:55,9h 25m,1 Stop,"10,593"
250,Air India,16-10-2021,Mumbai,Kolkata,21:15,"16:00
+ 1 day",18h 45m,2 Stop(s),"10,773"
